State,Year,Station,Men,Women,MenN,WomenN
ZAC,2014,fall,0,0,0.0,0.0
ZAC,2014,spring,0,0,0.0,0.0
ZAC,2014,summer,0,0,0.0,0.0
ZAC,2014,winter,0,0,0.0,0.0
ZAC,2015,fall,0,0,0.0,0.0
ZAC,2015,spring,0,0,0.0,0.0
ZAC,2015,summer,0,-36,0.0,-4.71345468733e-05
ZAC,2015,winter,0,0,0.0,0.0
ZAC,2016,spring,0,0,0.0,0.0
ZAC,2016,winter,0,0,0.0,0.0
